User-ID,Location,Age,Country
1435,"st. louis, missouri, usa",36.0,usa
1466,"cologne, nordrhein-westfalen, germany",28.0,germany
1485,"allendale, new jersey, usa",30.0,usa
1505,"nottingham, england, united kingdom",25.0,united kingdom
1517,"barcelona, barcelona, spain",32.0,spain
1546,"overland, missouri,",40.0,
1548,"brooklyn, new york, usa",28.0,usa
1558,"normal, illinois, usa",61.0,usa
1585,"albuquerque, new mexico, usa",29.0,usa
1596,"jackson, tennessee, usa",51.0,usa
1597,"west columbia, texas, usa",23.0,usa
1608,"collingswood, new jersey, usa",27.0,usa
1661,"marcellus, new york, usa",60.0,usa
1674,"minneapolis, minnesota, usa",26.0,usa
1688,"chelmsford, england, united kingdom",53.0,united kingdom
1696,"las palmas gc, las palmas, spain",34.0,spain
1705,"plano, texas, usa",32.0,usa
1706,"olympia, washington, usa",26.0,usa
1725,"palma, illes balears, united kingdom",25.0,united kingdom
1729,"toronto, ontario, canada",55.0,canada
1733,"independence, west virginia, usa",30.0,usa
1750,"perugia, umbria, italy",43.0,italy
1790,"chicago, illinois, usa",25.0,usa
1812,"provo, utah, usa",24.0,usa
1830,"kidderminster, worcestershire, england, united kingdom",54.0,united kingdom
1848,"bellingham, washington, usa",22.0,usa
1863,"feucht, bayern, germany",43.0,germany
1869,"westfield, massachusetts, usa",21.0,usa
1898,"waukegan, illinois, usa",47.0,usa
1900,"kent, ohio, usa",51.0,usa
1903,"hualien, taiwan, taiwan",36.0,taiwan
1928,"kansas city, missouri, usa",17.0,usa
1990,"niterói, rio de janeiro, brazil",32.0,brazil
1996,"sydney, new south wales, australia",34.0,australia
2009,"wuppertal, nordrhein-westfalen, germany",31.0,germany
2012,"bray, wicklow,",34.0,
2024,"oakland, california, usa",34.0,usa
2030,"seabeck, washington, usa",31.0,usa
2033,"omaha, nebraska, usa",27.0,usa
2046,"philadelphia, missouri, usa",22.0,usa
2074,"madrid, madrid, spain",35.0,spain
2084,"logroño, la rioja, spain",21.0,spain
2090,"dudley, massachusetts, usa",28.0,usa
2103,"minneapolis, minnesota, usa",43.0,usa
2106,"denver, colorado, usa",44.0,usa
2115,"escondido, california, usa",55.0,usa
2134,"oakland, california, usa",35.0,usa
2136,"salem, oregon, usa",45.0,usa
2139,"chesapeake, virginia, usa",33.0,usa
2172,"quezon city, n/a, philippines",17.0,philippines
2179,"sunderland, massachusetts, usa",30.0,usa
2189,"montreal, quebec, canada",24.0,canada
2190,"lenexa, kansas, usa",29.0,usa
2197,"n/a, travelling, canada",26.0,canada
2209,"rapallo, liguria, italy",26.0,italy
2238,"san diego, california, usa",34.0,usa
2255,"charlottesville, virginia, usa",35.0,usa
2276,"niskayuna, new york, usa",46.0,usa
2281,"vancouver, washington, usa",30.0,usa
2287,"north chili, new york, usa",35.0,usa
2288,"spring hill, tennessee, usa",30.0,usa
2295,"el sobrante, california, usa",21.0,usa
2313,"cincinnati, ohio, usa",23.0,usa
2324,"atlantic beach, florida, usa",40.0,usa
2326,"porto, porto, portugal",23.0,portugal
2337,"grove city, ohio, usa",34.0,usa
2358,"bryan, texas, usa",23.0,usa
2363,"mountain home, idaho, usa",42.0,usa
2375,"norfolk, virginia, usa",20.0,usa
2399,"kent, ohio, usa",32.0,usa
2406,"münchen, bayern, germany",48.0,germany
2411,"lake city, florida, usa",37.0,usa
2437,"san antonio, texas, usa",45.0,usa
2439,"atlanta, georgia, usa",26.0,usa
2442,"torino, ,",25.0,
2470,"phoenix, arizona, usa",22.0,usa
2488,"taubate, sao paulo, brazil",65.0,brazil
2508,"harrogate, england, united kingdom",38.0,united kingdom
2515,"reus, tarragona, spain",38.0,spain
2531,"brescia, lombardia, italy",20.0,italy
2545,"freiburg, baden-wuerttemberg, germany",48.0,germany
2549,"nice, alpes maritimes, france",31.0,france
2597,"ypsilanti, michigan, usa",29.0,usa
2599,"logroño, la rioja, spain",15.0,spain
2622,"los angeles, california, usa",41.0,usa
2630,"kingsland, texas, usa",66.0,usa
2678,"fort collins, colorado, usa",16.0,usa
2685,"monteporzio catone(roma), lazio, italy",21.0,italy
2688,"herbolzheim, baden-wuerttemberg, germany",16.0,germany
2693,"birkenau, hessen, germany",44.0,germany
2719,"staten island, new york, usa",37.0,usa
2738,"milano, lombardia, italy",32.0,italy
2760,"n/a, aargau, switzerland",23.0,switzerland
2766,"frisco, texas, usa",42.0,usa
2769,"gorizia, friuli venezia giulia, italy",27.0,italy
2789,"barcelona, catalunya, spain",28.0,spain
2790,"san antonio, texas, usa",50.0,usa
2793,"jefferson, georgia, usa",34.0,usa
2798,"fredericksburg, virginia, usa",35.0,usa
2803,"barcelona, barcelona, spain",36.0,spain
2854,"deptford, new jersey, usa",36.0,usa
2855,"dallas, texas, usa",35.0,usa
2893,"hospitalet de llobregat, barcelona, spain",21.0,spain
2896,"sao paulo, sao paulo, brazil",20.0,brazil
2906,"paris, ile de france, france",20.0,france
2935,"barstow, california, usa",59.0,usa
2936,"london, london, united kingdom",30.0,united kingdom
2939,"lisboa, \n/a\"", portugal""",31.0,"portugal"""
2954,"wichita, kansas, usa",71.0,usa
2968,"columbus, ,",57.0,
2977,"richland, washington, usa",25.0,usa
2982,"montreal, quebec, canada",34.0,canada
2996,"milan, lombardia, italy",21.0,italy
3003,"helsinki, uusimaa, finland",60.0,finland
3020,"virginia beach, virginia, usa",37.0,usa
3066,"grand ledge, michigan, usa",29.0,usa
3073,"helsinki, uusimaa, finland",23.0,finland
3088,"avignon, vaucluse, france",25.0,france
3100,"oakland, california, usa",42.0,usa
3104,"watertown, massachusetts, usa",27.0,usa
3111,"nijmegen, gelderland, netherlands",22.0,netherlands
3142,"lawrenceville, georgia, usa",29.0,usa
3145,"austin, texas, usa",34.0,usa
3167,"milwaukee, wisconsin, usa",42.0,usa
3168,"mississauga, ontario, canada",17.0,canada
3177,"hamilton, n/a, new zealand",44.0,new zealand
3189,"évora, alentejo, portugal",17.0,portugal
3191,"sligo, connaught, ireland",29.0,ireland
3232,"rome, lazio, italy",35.0,italy
3247,"como, lombardia, italy",25.0,italy
3282,"didsbury, alberta, canada",52.0,canada
3289,"petawawa, ontario, canada",38.0,canada
3305,"halifax, nova scotia, canada",26.0,canada
3307,"braga, minho, portugal",23.0,portugal
3321,"regina, saskatchewan, canada",25.0,canada
3326,"bonn, nordrhein-westfalen, germany",37.0,germany
3331,"mckeesport, pennsylvania, usa",60.0,usa
3332,"hartlepool, cleveland, united kingdom",54.0,united kingdom
3344,"tucson, arizona, usa",61.0,usa
3346,"tehran, tehran, iran",20.0,iran
3350,"colorado springs, colorado, usa",23.0,usa
3355,"barcelona, barcelona, spain",19.0,spain
3363,"knoxville, tennessee, usa",29.0,usa
3364,"victoria, british columbia, canada",29.0,canada
3371,"groveland, massachusetts, usa",25.0,usa
3373,"elk grove, california, usa",30.0,usa
3374,"ajax, ontario, canada",47.0,canada
3379,"toronto, ontario, canada",16.0,canada
3416,"aachen, nordrhein-westfalen, germany",34.0,germany
3418,"san diego, california, usa",14.0,usa
3427,"eldorado, illinois, usa",50.0,usa
3463,"conrad, iowa, usa",66.0,usa
3467,"fort wayne, indiana, usa",36.0,usa
3472,"seattle, washington, usa",24.0,usa
3481,"littleton, colorado, usa",49.0,usa
3488,"ljubljana, n/a, slovenia",21.0,slovenia
3505,"florissant, missouri, usa",30.0,usa
3508,"edinburgh, scotland, united kingdom",46.0,united kingdom
3510,"nederland, colorado, usa",57.0,usa
3538,"madrid, madrid, spain",31.0,spain
3543,"elgin, texas, usa",37.0,usa
3556,"bismarck, north dakota, usa",68.0,usa
3573,"fair lawn, new jersey, usa",32.0,usa
3578,"halifax, nova scotia, canada",25.0,canada
3580,"essington, pennsylvania, usa",44.0,usa
3583,"redlands, queensland, australia",48.0,australia
3594,"auckland, n/a, new zealand",48.0,new zealand
3601,"tallahassee, florida, usa",33.0,usa
3605,"bristol, rhode island, usa",28.0,usa
3655,"tucker, georgia,",33.0,
3669,"williamsburg, massachusetts, usa",34.0,usa
3675,"barcelona, catalunya, spain",24.0,spain
3693,"hampton, virginia, usa",23.0,usa
3719,"eielson afb, alaska, usa",18.0,usa
3728,"pembroke pines, florida, usa",40.0,usa
3740,"watford, england, united kingdom",24.0,united kingdom
3743,"roma, lazio, italy",29.0,italy
3752,"langenthal, bern, switzerland",44.0,switzerland
3775,"port angeles, washington, usa",57.0,usa
3777,"didcot, oxfordshire, united kingdom",27.0,united kingdom
3791,"amadora, lisboa, portugal",57.0,portugal
3792,"sacramento, california, usa",12.0,usa
3799,"norwich, england, united kingdom",18.0,united kingdom
3816,"roma, lazio, italy",33.0,italy
3817,"columbia, south carolina, usa",29.0,usa
3827,"orlando, florida, usa",23.0,usa
3838,"portland, ,",32.0,
3840,"meriden, connecticut, usa",46.0,usa
3869,"chapel hill, north carolina, usa",38.0,usa
3879,"cliffside park, new jersey, usa",40.0,usa
3881,"ottawa, ontario, canada",34.0,canada
3917,"toronto, ontario, canada",25.0,canada
3954,"detroit, michigan, usa",24.0,usa
3977,"columbiana, alabama, usa",63.0,usa
4017,"new orleans, louisiana, usa",48.0,usa
4049,"poringland, england, united kingdom",65.0,united kingdom
4051,"bath, england, united kingdom",37.0,united kingdom
4052,"oadby, leicestershire,",64.0,
4066,"birmingham, alabama, usa",31.0,usa
4076,"barcelona, barcelona, spain",27.0,spain
4091,"estill springs, tennessee, usa",77.0,usa
4092,"hixson, tennessee, usa",27.0,usa
4098,"mei foo, kowloon, hong kong",30.0,hong kong
4107,"kelowna, british columbia, canada",19.0,canada
4131,"hemel hempstead, england, united kingdom",51.0,united kingdom
4134,"stockach, baden-wuerttemberg, germany",42.0,germany
4138,"austin, texas, usa",20.0,usa
4144,"winnipeg, manitoba, canada",31.0,canada
4157,"birmingham, alabama, usa",39.0,usa
4179,"fairbanks, alaska, usa",18.0,usa
4185,"graham, washington, usa",63.0,usa
4191,"juneau, alaska, usa",26.0,usa
4197,"anchorage, alaska, usa",61.0,usa
4223,"oldenburg, niedersachsen, germany",28.0,germany
4225,"ottawa, ontario, canada",33.0,canada
4228,"austin, texas, usa",41.0,usa
4260,"lyon, n/a, france",31.0,france
4275,"valencia, valencia, spain",15.0,spain
4285,"adrian, michigan, usa",50.0,usa
4306,"richmond, british columbia, canada",48.0,canada
4309,"santa monica, california, usa",34.0,usa
4334,"rome, lazio, italy",38.0,italy
4352,"barcelona, barcelona, spain",26.0,spain
4363,"la laguna, canarias, spain",22.0,spain
4365,"victoria, british columbia, canada",19.0,canada
4370,"kingston, ontario, canada",46.0,canada
4385,"albq, new mexico, usa",33.0,usa
4401,"boston, massachusetts, usa",28.0,usa
4419,"garland, texas, usa",29.0,usa
4420,"balgach, st.gallen, switzerland",24.0,switzerland
4428,"cartagena, murcia, spain",31.0,spain
4433,"ploiesti, prahova, romania",17.0,romania
4435,"roma, lazio, italy",30.0,italy
4514,"vila nova de famalicão, braga, portugal",23.0,portugal
4518,"milano, lombardia, italy",30.0,italy
4541,"atlanta, georgia, usa",32.0,usa
4545,"ravenna, emilia romagna, italy",39.0,italy
4547,"cento, ferrara, italy",24.0,italy
4570,"santa monica, california, usa",40.0,usa
4571,"melbourne, victoria, australia",23.0,australia
4590,"madrid, madrid, spain",21.0,spain
4591,"salzburg, salzburg, austria",21.0,austria
4600,"little rock, arkansas, usa",32.0,usa
4614,"a coruña, a coruñagalicia, spain",35.0,spain
4622,"norfolk, virginia, usa",18.0,usa
4708,"valencia, comunidad valenciana, spain",25.0,spain
4710,"coazze, piemonte, italy",43.0,italy
4737,"roma, lazio, italy",31.0,italy
4769,"ny, new york, usa",35.0,usa
4781,"manchester, new hampshire, usa",47.0,usa
4785,"litchfield, connecticut, usa",30.0,usa
4795,"rochester, new york, usa",18.0,usa
4802,"london, england, united kingdom",28.0,united kingdom
4821,"lagrangeville, new york, usa",44.0,usa
4864,"atascadero, california, usa",30.0,usa
4896,"ploiesti, prahova, romania",18.0,romania
4900,"washington, dc,",26.0,
4907,"adelaide, south australia, australia",40.0,australia
4909,"london, england, united kingdom",31.0,united kingdom
4938,"charleston, south carolina, usa",30.0,usa
4947,"lisboa, n/a, portugal",32.0,portugal
4948,"geneva, n/a, switzerland",42.0,switzerland
4973,"toronto, ontario, canada",29.0,canada
5027,"south auckland, n/a, new zealand",31.0,new zealand
5037,"dodge center, minnesota, usa",26.0,usa
5084,"lisboa, lisboa, portugal",33.0,portugal
5100,"boise, idaho, usa",36.0,usa
5127,"castelnovo monti (re), emilia romagna, italy",33.0,italy
5151,"madrid, madrid, spain",24.0,spain
5153,"matosinhos, porto, portugal",31.0,portugal
5158,"lyon, rhone, france",21.0,france
5204,"lyon, rhône-alpes, france",24.0,france
5207,"indianapolis, indiana, usa",34.0,usa
5208,"brest, bretagne, france",20.0,france
5209,"medford, new jersey, usa",48.0,usa
5223,"aljaraque, huelva, spain",36.0,spain
5225,"edewecht, niedersachsen, germany",27.0,germany
5285,"atascadero, california, usa",38.0,usa
5286,"dallas, texas, usa",18.0,usa
5287,"ottawa, ontario, canada",22.0,canada
5294,"montreal, quebec, canada",22.0,canada
5331,"hull, england, united kingdom",26.0,united kingdom
5333,"rotterdam, rotterdam, netherlands",49.0,netherlands
5350,"köln, nordrhein-westfalen, germany",20.0,germany
5351,"new plymouth, taranaki, new zealand",74.0,new zealand
5375,"placerville, california, usa",47.0,usa
5385,"loomis, california, usa",30.0,usa
5427,"leicestershire, florida, united kingdom",11.0,united kingdom
5429,"sacramento, california, usa",51.0,usa
5439,"houston, texas, usa",66.0,usa
5448,"pine bush, new york, usa",14.0,usa
5452,"reseda, california, usa",26.0,usa
5471,"barcelona, catalunya, spain",60.0,spain
5479,"statesboro, georgia, usa",27.0,usa
5483,"bayan lepas, penang, malaysia",20.0,malaysia
5490,"lake charles, louisiana, usa",33.0,usa
5499,"lakeland, tennessee,",60.0,
5506,"cortlandt manor, new york, usa",19.0,usa
5539,"austin, texas, usa",32.0,usa
5543,"cumberland, maryland, usa",29.0,usa
5582,"seattle, washington, usa",26.0,usa
5585,"arlington, virginia, usa",39.0,usa
5604,"hattenhofen, bayern, germany",48.0,germany
5609,"oradea, bihor, romania",25.0,romania
5623,"toulouse, n/a, france",23.0,france
5630,"milano, lombardia, italy",29.0,italy
5639,"roma, lazio, italy",34.0,italy
5644,"paris, ile de france, france",23.0,france
5665,"orlando, florida, usa",40.0,usa
5674,"jackson, new jersey, usa",15.0,usa
5694,"lake forest, california, usa",43.0,usa
5702,"sydney, new south wales, australia",14.0,australia
5709,"bayan lepas, penang, malaysia",15.0,malaysia
5710,"austin, texas, usa",28.0,usa
5722,"providence, rhode island, usa",23.0,usa
5728,"cullowhee, north carolina, usa",22.0,usa
5730,"ottawa, ontario, canada",20.0,canada
5737,"newcastle, washington, usa",44.0,usa
5741,"redlands, california, usa",20.0,usa
5743,"scottsdale, arizona, usa",43.0,usa
5765,"vilanova i la geltrú, catalunya, spain",16.0,spain
5766,"powder springs, georgia, usa",40.0,usa
5769,"christchurch, canterbury,",25.0,
5774,"dallas, texas, usa",32.0,usa
5783,"fullerton, california, usa",32.0,usa
5790,"middlesbrough, england, united kingdom",34.0,united kingdom
5792,"toronto, ontario,",16.0,
5803,"mainz, rheinland-pfalz, germany",35.0,germany
5829,"dortmund, nordrhein-westfalen, germany",36.0,germany
5834,"aachen, nordrhein-westfalen, germany",26.0,germany
5899,"ulm, baden-wuerttemberg, germany",25.0,germany
5903,"vienna, vienna, austria",25.0,austria
5905,"mississauga, ontario, canada",57.0,canada
5916,"vermont, victoria, australia",31.0,australia
5920,"albany, oregon, usa",35.0,usa
5956,"indianapolis, indiana, usa",27.0,usa
5958,"regina, saskatchewan, canada",37.0,canada
5963,"san diego, california, usa",38.0,usa
5971,"lisboa, lisboa, portugal",34.0,portugal
5988,"grand prairie, texas, usa",49.0,usa
5990,"boise, idaho, usa",43.0,usa
5998,"seattle, washington, usa",32.0,usa
6004,"como, lombardia, italy",37.0,italy
6011,"sterling heights, michigan, usa",15.0,usa
6017,"flintshire, wales, united kingdom",15.0,united kingdom
6051,"austin, texas, usa",33.0,usa
6073,"houston, texas, usa",28.0,usa
6096,"peoria heights, illinois, usa",26.0,usa
6102,"jamaica, , usa",28.0,usa
6107,"haltern am see, nordrhein-westfalen, germany",32.0,germany
6112,"st.petersburg, florida, usa",16.0,usa
6120,"elizabethtown, kentucky, usa",36.0,usa
6139,"halifax, ,",24.0,
6193,"brooklyn, new york, usa",17.0,usa
6229,"navarre, florida, usa",38.0,usa
6238,"silsden, keighley, west yorkshire, united kingdom",38.0,united kingdom
6251,"wahiawa, hawaii, usa",32.0,usa
6265,"polk city, florida, usa",69.0,usa
6274,"rome, lazio, italy",22.0,italy
6280,"a coruña, , spain",46.0,spain
6284,"beja, baixo-alentejo, portugal",40.0,portugal
6285,"river john, nova scotia, canada",70.0,canada
6299,"innsbruck, tirol, austria",25.0,austria
6318,"ann arbor, michigan, usa",24.0,usa
6323,"wilmington, north carolina, usa",35.0,usa
6330,"letchworth garden city, england,",37.0,
6333,"san jose, california, usa",45.0,usa
6336,"almonte, ontario, canada",41.0,canada
6338,"rochester, new york, usa",18.0,usa
6345,"lake geneva, wisconsin, usa",29.0,usa
6347,"quispamsis, new brunswick, canada",19.0,canada
6356,"nürtingen, baden-wuerttemberg, germany",29.0,germany
6360,"ourense, galicia, spain",21.0,spain
6364,"middletown, ohio, usa",32.0,usa
6366,"madrid, madrid, spain",20.0,spain
6368,"spartanburg, south carolina, usa",26.0,usa
6394,"mill creek, washington, usa",43.0,usa
6398,"dallas, texas, usa",20.0,usa
6411,"lyon, rhône, france",17.0,france
6431,"wylie, texas, usa",30.0,usa
6432,"burnaby, british columbia, canada",21.0,canada
6450,"vancouver, british columbia, canada",26.0,canada
6492,"edmonton, alberta, canada",35.0,canada
6501,"monterey, california, usa",25.0,usa
6505,"topeka, kansas, usa",56.0,usa
6507,"san sebastián, guipúzcoa, spain",26.0,spain
6509,"munich, bayern, germany",37.0,germany
6516,"christchurch, canterbury, new zealand",22.0,new zealand
6535,"lisbon, lisbon, portugal",26.0,portugal
6537,"norfolk, ,",28.0,
6543,"strafford, missouri, usa",34.0,usa
6563,"burien, washington, usa",31.0,usa
6564,"lisboa, estremadura, portugal",37.0,portugal
6577,"coral springs, florida, usa",62.0,usa
6582,"solon, ohio, usa",35.0,usa
6587,"wolverhampton, england, united kingdom",21.0,united kingdom
6592,"brooks, alberta, canada",37.0,canada
6603,"abrantes, n/a, portugal",31.0,portugal
6604,"vallejo, california, usa",48.0,usa
6606,"milano, lombardia, italy",35.0,italy
6611,"oradea, n/a, romania",22.0,romania
6637,"las vegas, nevada, usa",30.0,usa
6642,"springfield, missouri, usa",34.0,usa
6662,"toronto, ontario, canada",31.0,canada
6671,"altoona, wisconsin, usa",54.0,usa
6680,"walled lake, michigan, usa",17.0,usa
6700,"adrian, missouri, usa",21.0,usa
6703,"cadiz, andalucia, spain",24.0,spain
6731,"buford, georgia, usa",29.0,usa
6769,"olympia, washington, usa",56.0,usa
6780,"sch. haven, pennsylvania, usa",45.0,usa
6781,"hopewell, virginia, usa",22.0,usa
6795,"portland, oregon, usa",31.0,usa
6796,"chesapeake, virginia, usa",21.0,usa
6797,"fostoria, ohio, usa",53.0,usa
6840,"gloucester, massachusetts, usa",17.0,usa
6847,"newcastle, new south wales, australia",23.0,australia
6865,"north richland hills, texas, usa",40.0,usa
6866,"paris, ile de france, france",51.0,france
6867,"wellfleet, massachusetts, usa",23.0,usa
6871,"raleigh, north carolina, usa",28.0,usa
6883,"oxford, england, united kingdom",23.0,united kingdom
6884,"north liberty, indiana, usa",25.0,usa
6889,"vic, barcelona, spain",20.0,spain
6893,"cartersville, georgia, usa",20.0,usa
6894,"colorado springs, colorado, usa",20.0,usa
6900,"sunnyvale, california, usa",25.0,usa
6906,"cedar rapids, iowa, usa",63.0,usa
6931,"fort collins, colorado, usa",44.0,usa
6968,"li, new york, usa",28.0,usa
6990,"omaha, nebraska, usa",29.0,usa
7010,"joplin, missouri, usa",27.0,usa
7021,"chula vista, california, usa",39.0,usa
7033,"toronto, ontario, canada",29.0,canada
7035,"windsor, connecticut, usa",42.0,usa
7053,"iowa city, iowa, usa",29.0,usa
7056,"pickering, ontario, canada",31.0,canada
7060,"wild rose, wisconsin, usa",16.0,usa
7072,"bismarck, north dakota, usa",11.0,usa
7125,"apo, ae, usa",28.0,usa
7128,"apo, ae, usa",8.0,usa
7132,"málaga, málaga, spain",44.0,spain
7134,"bothell, washington, usa",23.0,usa
7155,"vienna, n/a, austria",32.0,austria
7158,"omaha, nebraska, usa",30.0,usa
7181,"oviedo, asturias, spain",24.0,spain
7190,"milano, lombardia, italy",37.0,italy
7197,"henderson, nevada, usa",36.0,usa
7198,"badajoz, extremadura, spain",30.0,spain
7207,"vigo, , spain",25.0,spain
7248,"virginia beach, virginia, usa",22.0,usa
7253,"augusta, georgia, usa",32.0,usa
7254,"oldenburg, niedersachsen, germany",35.0,germany
7275,"köln, nordrhein-westfalen, germany",22.0,germany
7283,"saint marys, georgia, usa",30.0,usa
7286,"pasco, washington, usa",28.0,usa
7303,"scott, arkansas, usa",29.0,usa
7306,"carpinteria, california, usa",29.0,usa
7312,"walnut ridge, arkansas, usa",23.0,usa
7318,"muskegon, michigan, usa",34.0,usa
7319,"pittsburgh, pennsylvania, usa",23.0,usa
7326,"st. louis, missouri, usa",44.0,usa
7338,"roswell, georgia, usa",33.0,usa
7346,"sunnyvale, california, usa",49.0,usa
7348,"edmonton, alberta, canada",24.0,canada
7352,"houston, texas, usa",53.0,usa
7355,"glen gardner, new jersey, usa",31.0,usa
7371,"winnipeg, manitoba, canada",26.0,canada
7384,"miami, florida, usa",28.0,usa
7400,"oregon city, oregon, usa",22.0,usa
7403,"terrell, texas, usa",14.0,usa
7418,"multiple, traveling nurse do 3 months at a time all over us, usa",34.0,usa
7452,"ottawa, ontario, canada",13.0,canada
7454,"toronto, ontario, canada",29.0,canada
7474,"eagle, idaho, usa",50.0,usa
7482,"macarthur, west virginia, usa",49.0,usa
7547,"leipzig, sachsen, germany",36.0,germany
7552,"barcelona, barcelona, spain",25.0,spain
7557,"graham, washington, usa",23.0,usa
7569,"tulsa, , usa",22.0,usa
7620,"knoxville, tennessee, usa",21.0,usa
7623,"charlottetown, prince edward island, canada",43.0,canada
7629,"surrey, british columbia, canada",21.0,canada
7630,"lincoln, nebraska, usa",49.0,usa
7637,"tavistock, ontario, canada",28.0,canada
7650,"clarksville, tennessee, usa",21.0,usa
7651,"olive branch, mississippi, usa",21.0,usa
7680,"sao paulo, sao paulo, brazil",57.0,brazil
7692,"manchester, england, united kingdom",24.0,united kingdom
7708,"karlsruhe, baden-wuerttemberg, germany",18.0,germany
7712,"oldenburg, niedersachsen, germany",26.0,germany
7720,"lyon, rhône, france",25.0,france
